Review Message,Sentiment
"I'm rewatching this now. It has held up very well after all these years. I saw this in the theaters when I was 22. It was just me and my boyfriend who I recently just started seeing. We are no longer together, but I still remember him saying that the way the two were holding each others hands at the bow of the boat, reminded him of the way we touched each other's hands at the time. We were in love, just as Rose and Jack were. This movie also touched home because I too came from money and thought most of the rich people I knew and had dated were uptight and didn't seem to let loose enough and have fun....and I was afraid too I would fall in a trap to it and live a boring existence. It gave me more strength to branch out and not search for someone to love just because of their wealth and status in the world, but instead find love for whats inside a person. My world is better now because of that decision. So I thank you Titanic!",positive
"This is a bad film. When I say ""bad"", I mean it in a whole range of senses. Just a few of them: The fictitious love story is anachronistic, exploitative and implausible (he gets a monkey suit and gatecrashes the First Class?). The way a modern-movie-style sex scene is fitted into the film just stinks.

Even the special effects -- so highly praised -- are suspect in my book. The ship gliding through the water does not look real. It is somehow ""flat"".

The scene where Jack dies in the water is nearly as laughable as the unforgettable death scene in ""Love Story"".

Even calling the ship ""Titanic"" instead of ""The Titanic"" is wrong.

It just goes to show what hype, hype and yet more hype can achieve.",positive
"There is, in the Motion Picture Academy, a hidden criterion for awards. It's called the Miracle Factor. If a huge, overblown spectacle film production manages to make a killing at the box office and isn't as bad a everyone thought it would be, it acknowledges this miracle with its Best Picture award. This has happened at least twice: in 1952, the malign, Red-baiting Cecil B. De Mille, bullied the corrupt, Red-baiting Academy into presenting him with an Oscar for the ridiculous circus spectacle, Greatest Show on Earth; then, in 1997, an equally corrupt, politically correct Academy presented Titanic with its Oscar.

Titanic deserved an Oscar in only one category - special effects. The story was trite, the acting mediocre (except Leo's, which didn't even get nominated), the editing OK (maybe deserving of an Oscar, since great special effects demand great editing).

Titanic's ""beating"" out L.A. Confidential is akin to Greatest Show on Earth's ""beating"" out High Noon. Standing alone, Titanic is just another disaster spectacle. But placed beside a film like L.A. Confidential, Titanic becomes pure garbage.

This view is no better vindicated than by the Academy's choice for Best Picture the following year, Shakespeare in Love. If Titanic got the ""Miracle it Wasn't That Bad"" Oscar, then Shakespeare in Love was given the ""Bad Conscience for Titanic"" Oscar.

By the way, if you want to see a GOOD dramatization of the Titanic disaster, get A Night to Remember instead of this travesty.",positive
"An exciting story about the sinking of the ""unsinkable"" Titannic on February 4, 1912 with the loss of over 3,000 passengers. The story is viewed by 95 year old rescued woman played by Gloria Stuart. Her viewpoint of her love affair with Jack Dawson who gave her strength to carry on. Jack Dawson is played by Leonardo de Caprio and his lover played by Kate Winslet. She tells of an exciting escape from the vessel on that dark cold night. The film lasts 139 minutes with an intermission.. Fine acting, music, and some very intense moments. John Cameron is the director, and he and the film won several Academy Awards for 1997. This is one of Leonardo de Caprio's best movies. 7/10",positive
"In general I am not keen on large budget spectacular productions such as ""Titanic"". Whilst the large budget goes in creating expensive but not always useful (and even sometimes counterproductive) special effects, it also creates a situation where enormous public interest becomes necessary if the investors are to recover their money; so that the film concerned has to be continually promoted with a great deal of hype. Seldom does the excessive expenditure lead to a better script, better acting, better direction or better photography, and these are what govern the quality of the final product. Titanic won an incredible number of Oscars, which are supposed to be completely independent awards (11 in all I believe). At the time I cynically took the view that the need for these Oscars as a bait for attracting large audiences had led to extensive funding of media promotions designed to ensure that this particular film was in the mind of all the judges when the selections were actually being made. I also remember feeling very upset that several superb performances in lesser low budget films made during the same year appeared to be being squeezed out by all this hoop-la. Nevertheless once all these awards had been made, I had sufficient faith in the Academy Award system to assume that there must indeed be something totally exceptional about this movie, and I made a mental note that I should see it at some future time.

It was a long time after this, when I did so, and found to my amazement the film was only a somewhat indifferent fictional drama in the tearjerker category, with its appeal stiffened by some very spectacular special effects. It was also far far too lengthy to sustain the viewer's interest in its rather simple dramatic story. My faith in the Academy Award system was bruised but not totally broken as I told myself that I must be missing something if I could not fully endorse the apparent judgement of the vast mass of the public and almost all the critics. This feeling continued until only a few days ago when I chanced to browse through the user comments on this film in your data base and at last realized that my views were quite widely supported and I need not be ashamed of them. (The fact that I initially felt ashamed of my rather critical views is probably a good indication of the degree of hype which developed around this film.)

I am not attempting to deny that Titanic is certainly a better than average film and I do not want my comments to appear totally destructive. The recreation of the ship, and of its death throes, is superbly done but if one is viewing the most expensive movie ever filmed one is entitled to expect very dramatic special effects - the real question is what do they really contribute to the story, and in this case the answer is very little. Overall, the film is extremely well made, but its script is very poor, the characterisation is stereotyped and much of the acting is no more than acceptable, I can see nothing other than some effective but unimportant special effects to justify the status it has been accorded. It fails right from the start as it does not appear to know whether it is intended as a documentary record of a dreadful tragedy or a bittersweet but highly improbable romance. The disparate pull of these two themes continues throughout the film, but ultimately leaves the documentary recreation of the liner and its one tragic voyage as certainly its best feature.

Why did the scriptwriter and director (James Cameron) feel that it was necessary to incorporate a fictional romance into this film? Over fifteen hundred real people actually died, wives and children were torn from fathers they hardly knew. There was real drama in why the Carpathia did not steam to the rescue of the survivors more promptly and this has remained of ongoing interest ever since. The design of the ship, the materials used in its construction, the route followed by the voyage, and the part played by the so-called blue riband for the fastest Atlantic crossing have all been featured in dramas relating to this voyage and some of them were also mentioned in passing in this film. Surely there was enough dramatic interest in the actual story to avoid any need for the fictional additions. In practice this decision has detracted so much from the tale which was crying out to be told that for me at least the film was spoiled.

The rating you give it will depend primarily upon whether you regard the fictional romance or the factual documentary of the Titanic's only voyage as of greater importance. My rating for the romance between Rose and Jack would be no higher than 3/10 because most of the characters concerned are no more than caricatures. The documentary leaves out so much that a similar rating could seem quite generous, but the special effects recreation of the actual sinking makes me feel that a rating of 5/10 would actually be reasonable. Averaging these, and ignoring the problems associated with not knowing whether the film is a romance or a documentary, yields a final rating for the film as released of 4/10, which is probably reasonable.",neutral
"From James Cameron , the director of Aliens. Thats all i needed to hear to know i was going to see Titanic. Without a doubt one of the best love stories i have seen in a long time. All of this was very attractive. Great director, great cast, a Romeo and Juliet style love story and a hand full of positive reviews. Even though it was good i still don't see why it made over a billion dollars. I saw it and couldn't see what the deal was all those years ago.

Leo Dicaprio and Kate Winslet lead the fine cast. Both had chemistry and gave us a romantic love story. Both give great performances and were great choices.

I recommend it but don't expect much. It was good but not that good. Had a great cast and great love story but that is all thats here. If your looking for a good love story watch this or the notebook.

6/10",positive
"The love stories that take place on cruise ships/ocean liners are things like Letty Lynton (1932), Love Affair (1939 one) and Now, Voyager (1942). All three of those are fairly melodramatic, have a touch of tragedy, but they all end up well in the end. And they're well done- good cinematography, good acting, the leads have chemistry, and I want Joan Crawford's Letty Lynton dress in my wardrobe. What does this film have to offer?

A cure for insomnia and major disappointment. Not that I was expecting anything going in.

I think I set a record for complaining- I moaned all the way through this film when my mother forced me to watch it. She loves it, but I think she just loves it because of the sheep mentality that newer films force on us. This film (if one can call it a film) has a twenty minute plot padded out into three hours and fourteen minutes. Neither Winslet nor DiCaprio can act to save their lives, they don't have any chemistry...and...guess what...Kate Winslet bares her breasts again! Did she ever do anything else? These people are Oscar-winning actors? Don't make me laugh. The rest of the supporting cast may as well be made of cardboard. Kathy Bates was just annoying. All the characters were clichés to begin with, not even actors that could act could have pulled this film off.

The director is not a good director. He uses generic, already used shots from other films. Kate Winslet's ""contemplating suicide"" scene is borrowed from Mildred Pierce (which, funnily, Kate would go on to star in a craptastic remake of.) I was actually cheering when the boat started sinking.

But then it got boring, because that five minute plot device was the second half of the film.

I also cheered when Leonardo DiCaprio died, because I don't like him, he's not attractive (he doesn't even have charisma) and he's got a stupid haircut that no-one had in 1912, or even 1952. Another cheer came out of me when the credits rolled, although that cheer became a gag when I realized that they were going to play that godawful theme song. The Celine Dion croaks. You know, ""My Heart Will Go On.""

How this film was nominated for fourteen Oscars is beyond me. Although, I hope people note that none of them were for acting. All About Eve, which held the record for most Oscar nods before this film slogged its way into the Oscars, is not a great film, and not worthy of 14 Oscar nods, but it's still eons better than this trash masquerading as a ""modern day classic"".

This is one of those films that more people talk about than have actually seen. Just don't see it. Waste your time watching another movie instead. Like Casablanca, which is the SECOND most overrated love story of all time.

This one is first.

By the way, I love melodrama, and I am a teenage girl.",positive
"It's really quite odd. When Titanic first came out,the reviews were mixed but the public generally loved it,those who disliked the film were definitely in the minority. Over the years,it has became somewhat fashionable to slag Titanic off,even if a great many of those people who did so were probably amongst those who made it such an enormous hit in the cinemas. Titanic is flawed,definitely,sometimes greatly so. However,it's also a tremendous achievement for it's director James Cameron. Mixing a real disaster with romance is harder to do than some might think. Maybe he did have a right to say ""I'm king of the world"" when the film won Best Picture at the Oscars. Just once.

The modern day opening is excellent,making effective use of some of Cameron's real footage he took of the sunken Titanic. There is a real sense of mystery. Than we flash back to the Titanic being boarded,and the film stalls just a little for around two hours. The attention to detail is amazing {even all the cutlery matched,you know} and there is nothing wrong with an extremely slow build up to action-think of The Seven Samourai. However,the central romance between Leo and Kate is often badly written and unconvincing. For a start Kate's Rose would certainly not have done two things she does in the film as quickly as she did {Obviously thousands of teenage girls seeing the film in 1997 would disagree with my views}. We also have to suffer Cameron constantly labouring the point that the poor people on the ship are better than the rich people.

However,the final 80 or so minutes,detailing the sinking,is simply brilliant film making. The suspense is built expertly,even though we know what will happen,and climaxes with some technical shots which are still impressive. Perhaps there is a little two much emphasis on the central couple,but there are some truly moving moments,and it really feels true,although of course Cameron did play with the facts a little here and there,as at least one descendant of one of the survivors has pointed out. The following sequence involving the boats is extremely haunting,with some especially good use of sound. As for the final scene,it does manage to be pretty moving,it's schmaltzy but it works {though hardly original,think of Somewhere In Time and various 40s romantic fantasies}.

Titanic has some excellent use of CGI {watch out for the transitions from present to the past on the sunken ship} and one glaringly bad special effect-the iceberg which looks like polystyrene. James Horner's best selling score is really quite poor and only occasionally brings the emotion it should do. Performances are generally excellent and sometimes succeed in overcoming some thin characterisation {such as Billy Zane as Rose's fiancée,who even has to suffer with far too much eye make up!}

Overall Titanic is still worth seeing,and sometimes it really does hit the heights that it should. It succeeds more than it fails,which is impressive in a film as ambitious as this.",positive
"The story of a pair of star-crossed lovers captured the hearts of millions of people, even mine (and I'm not a fan of the romance genre).

This film is not just about them, though. It's also about the story of this ill-fated ship that sank on her maiden voyage in a cold April night. I love knowing more about this ship in real life.

It is not surprising to find out that the director is kind of a perfectionist, because everything about this movie is just...perfect. The costumes and setting are spot on, the acting is very well done, the score is very moving and will make your heart bleed somehow, story is well-paced. It deserves every award it got.

Titanic will forever be my favorite movie. I don't think other movie will take over that throne.",positive
"I remember that the nude scene kept me uncomfortable because I watched it with my father then.

I feel sad every time I watch the rise and fall of luxury cruise ship. I was impressed with a captain and band left on the shinking ship. They accepted to be with the ship quietly. I was so afraid of the scene people came off from the careening ship. It traumatized me because I have acrophobia. If I watched it in 3D, it would be more scary.",positive
,
"When looking back at Titanic you spot many faults with it and it doesn't seem as good as when you first watched it or you look back and think how cheesy a lot of the scenes were but at that first time you see it I think everybody who watched it was completely embraced into the life of Jack and Rose. I was so excited seeing Titanic for the first time as it is The Gone With The Wind of our generation but with more special effects and more disaster like the Gone with the Wind was. If you ask someone to this day what they think of titanic then you will probably get the response you might expect and that is it was rubbish or it didn't deserve the success that it got. I think what annoyed a lot of people about Titanic was Leonardo Di Caprio because of the teen madness that surrounded the movie at the time, but that doesn't make it a bad film and it certainly doesn't make Leonardo's performance any less convincing than it was because he was top class and nothing more. When I was going to see Gangs of new York I asked friends to come along but they didn't want to because of Di Caprio and if that is the reason why then they are without doubt narrow minded, it's not his fault that my friends girlfriends would rather sleep with him and not them but let's talk about the film.

As soon as the film starts its pretty obvious how the ending is going to turn out but it's just not a story of Jack and Rose, it's about everybody that was aboard the Titanic. These characters become more important obviously when the ship is sinking but it doesn't stop you caring and wondering about who these people were. The scene where the young Irish mother is telling a poem to her children when they lay in their whilst the sea water over runs there deck just shows how cruel titanic was for sinking for letting that happen to people especially when there is nothing you can do about. It reminded me of how somebody is drowning but is not actually underneath the water but is waiting to die , and I think that's what makes Titanic such an important movie about struggle and the strength to continue and fight for survival. These are hidden messages but seem obvious once you have watched so many times like I have and James Cameron maybe a lot of things but a bad director he isn't as every film he has ever made apart from Piranha 2 have been masterpieces even True Lies can be seen as a comic action masterpiece as it has your villains, your hero's and the love interest. Titanic is the most successful film of all time and there is no reason I think of why it shouldn't be.",negative
"When this film first came out, I was a Titanic buff and read as many books and saw as many documentaries on the actual ship as I could get my hands on. As I result, I realized the great lengths James Cameron went to in order to make ""Titanic"" as historically accurate as possible, in terms of the events of the ship itself. The film is perfectly done in that way, as it is the most realistic film about the Titanic ever made, in my opinion. Nevertheless, it is not nearly a perfect film, and I'll tell you why. All the young girls in the world will kill me for this, but I feel that the film is far too focused on the fictional romance between Jack (Leonardo DiCaprio) and Rose (Kate Winslet). This is not the first time a fictional story has found its way into a Titanic film (take the 1953 version with Clifton Webb for example). Being such a buff on the real Titanic, I did not like how so much of the film was focused on this story. What I really wanted was true historical facts about the tragedy shown on film. The story does not really need to be spiced up. It is tragic and fascinating, with tons of little interesting details, all on its own. It is truly a great story simply written by God himself. If you enjoy the romance between Jack and Rose, you're not alone. That seems to be why most people love this film. Nevertheless, I found all of the facts about the Titanic in this film to be completely accurate and well-portrayed. It is a worthwhile film for just about anyone. Not worthy of all 11 Oscars, though. ""Good Will Hunting"" is what should have won that year. Of course, this does have that great original song ""My Heart Goes On,"" definitely worthy of its Oscar.

*** out of ****",negative
,
"Surely millions of people worldwide, a billion dollars and 11 Oscars can't be wrong can they? Well yes, actually.

The problem with Titanic is that Cameron treats the whole enterprise like one of his action pictures, replete with the kind of staging you'd expect from that genre, but not alas, from a dramatisation of a genuine tragedy. Cameron has no faith in the emotional weight of the historical facts, and if we were being cynical we could also say no interest. This is an exercise in ego and directorial hubris from the outset, namely the idea that the writers fictional teenage romance - a story that never succeeds in rising above its clichéd origins, is required to connect a contemporary audience to the events of 1912. You can see the logic because clearly the world's worst peacetime maritime tragedy, 1,500 dead and the planets most luxurious ocean liner sinking on its maiden voyage isn't an interesting enough story in itself. Subsequently the titular ship becomes merely a backdrop for a populist voyage into tedium. Just as you'd feel uneasy at the prospect of Michael Bay doing Jane Austen, Cameron doing period romance seems a little far fetched. Jack and Rose allow us to spend some time on the ship prior to its sinking and an impressive recreation it is but you'd quite like them to go away so we could see what the real passengers were up to. That he sustains momentum throughout this picture is despite his script, rather than because of it. His talent for pacing and moving a story forward serves him well in this respect but with fictional characters as one note as these, and with the ships real passengers reduced to supporting parts to bolster Cameron's mills and boon narrative, we, unlike the real passengers are quite grateful to see the Iceberg emerging from the watery depths.

Once the ship hits the film moves up a gear and suddenly there is enough to sustain interest until the stilted syrup drenched epilogue. However, Cameron still stages the sinking like one giant set piece which saps the film of any emotional impact. A real tribute to the ship, rather than a cynical exercise in emotional manipulation would have taken an objective position and allowed the real events to unfold, giving us a chance to take in the full force of real events. This film concerns itself with fiction and doing so attempts to tell you what to feel and when to feel it. For me, this has the opposite effect and the scenes toward the end featuring Winslet and Decaprio are virtually unwatchable.

The production design is superb and its all very epic and grandiose but ultimately Titanic is a disappointment because it takes a real tragedy and turns it into populist entertainment. History for people not interested in History. If you think thats a harsh assessment then imagine a similar scenario applied to a retelling of the September 11th attacks and think how inappropriate that would seem. These people may be 90 odd years dead but they deserve more respectful treatment than this. Watch ""A night to remember"" (1958) for a far better depiction of events which was informed by accounts of the sinking not by one man who thought he had something to 'add' to this terrible event. Avoid.",negative
"In other words, this movie is something you must watch at least once before the day you die, you will NOT regret it.

I hope this review was found helpful! :-)",negative
"While a bit excessive and grandiose at times with some uneven sequencing (and I can see how some might think that about it), it is undeniably a very well-directed and executed film with fine acting and writing overall. I bought into the romance, the series of events, and details behind the portrayal of the sinking of the ship! It definitely wasn't bad, nothing is really bad with Leonardo DiCaprio in it too!",neutral
"How does one describe the perfect film? In order to answer this question, one must watch the perfect film. In this case ""Titanic"" is the perfect film.

""Titanic"" has the perfect cast, perfect script, perfect scenery, and the perfect director. These are only a few of the many reasons, the 1997 version of ""Titanic"" owned all the qualities that make an outstanding film. Furthermore, ""Titanic"" has great action sequences, dramatic moments, suspense, and romance. ""Titanic"" is the personification of excellence and perfection.

It contained brilliant performances by Kate Winslet, Leonardo DiCaprio, Billy Zane and Kathy Bates. I was truly impressed by the performance of Billy Zane's Cal who was the jealous fiance to Kate Winslet's Rose. The casting director knew what he was doing when he chose Zane because the role was played with such ease.

The set design and costumes that overseen by Director James Cameron was done with careful attention to detail. The accuracy of the set and costumes was superb it was not easy to tell the difference whether or not it was made or real.

I have seen ""Titanic"" many many times and will continue to see as long as I own the movie because it was that well done. It continues to hold a special place in my heart and will for as long as I live.

This continues to be one of the best films I have seen; everyone should SEE IT again and again.",neutral
,
"How does one describe the perfect film? In order to answer this question, one must watch the perfect film. In this case ""Titanic"" is the perfect film.

""Titanic"" has the perfect cast, perfect script, perfect scenery, and the perfect director. These are only a few of the many reasons, the 1997 version of ""Titanic"" owned all the qualities that make an outstanding film. Furthermore, ""Titanic"" has great action sequences, dramatic moments, suspense, and romance. ""Titanic"" is the personification of excellence and perfection.

It contained brilliant performances by Kate Winslet, Leonardo DiCaprio, Billy Zane and Kathy Bates. I was truly impressed by the performance of Billy Zane's Cal who was the jealous fiancé to Kate Winslet's Rose. The casting director knew what he was doing when he chose Zane because the role was played with such ease.

The set design and costumes that overseen by Director James Cameron was done with careful attention to detail. The accuracy of the set and costumes was superb it was not easy to tell the difference whether or not it was made or real.

I have seen ""Titanic"" many many times and will continue to see as long as I own the movie because it was that well done. It continues to hold a special place in my heart and will for as long as I live.

This continues to be one of the best films I have seen; everyone should SEE IT again and again.",positive
"While not my favourite movie in the world, this is still a very solid movie. I'm not sure I understand the popularity and almost cultish following this has. But regardless, the costumes, acting, and storyline are all undeniably good and I have a feeling most people will at least enjoy this film.",positive
"My Rating:* out of ****.

Titanic is such a sensational looking film that it could be called the most expensive piece of eye candy. Like all films by James Cameron, Titanic is visually stunning from the sets to the special effects. Yet while Cameron's films are great to look at they usually have more going for them than this one. Titanic was unworthy of many of its oscars and is one of the most overrated films of all time.

The first problem with this film is its script. James Cameron is not a professional at writing love stories and this clearly illustrates that point. The dialogue is corny and stupid. It makes me wonder why he didnt have Aliens invade Titanic. Yes the idea sounds horrible but I will take ""Get Away From Her You Bitch"" over ""Your gonna live on and your gonna have lots of babies"" I mean how corny and dumb is that.

Strong Acting is a requirement for a film to succeed over a flat scrip. However, this is where Titanic fails again. I had no clue what Dicaprio was trying to do with this character. I am glad Spielberg taught him how to act in Catch Me If You Can. Kate Winslett is also horrible but her character is treated badly by the script. However, Billy Zane is actually quite good. Kathy Bates also holds her own, though her screentime is limited. Gloria Stewart is horribly irritating as the older Kate Winslett character.

James Cameron is a filmmaker who has great skills. Yet those skills are not on display here. His direction comes across as inept and uninspired. His skills here are better than his skills as a screenwriter for the film but thats not saying much.

Like I said, Titanic succeeds as eye candy but not much else. The Sets are glorious looking. The cinematography is beautiful. The Costumes are breathtaking to behold. The Sound is top notch. The Visual Effects rank as some of the most impressive to come out of the 90s. Titanic is nice looking in pretty much everyway. If only everything else came into play Titanic would have been a good film. The visuals of the film were something not wasted in the making of this film.

Titanic suffers from two other flaws: Unconvincing Chemistry and an OVERLONG running time. The chemistry between Leo and Kate was hailed as some of the best of the 90's but I found it flatter than a pancake. Titanic is waaaaaaaaaaaaaaaayyyyyyyy tooo long. It has a very uninteresting and sluggish two hours. The only excitement I got was seeing Kate Winslett's boobs, which are more impressive than the film. During its final hour, the pace does pick up. The Sinking is a glorious sight yet Leo and Kate's characters are still there. The last shot of the film is stupid, that has deleted scene written all over it.

James Cameron has a solid resume of films. He created Terminator I and II, Aliens, and True Lies. All these films showed the work of a skilled director, even though The Terminator gets the lowest rating it was a good film and showed a director with skill. Titanic shows a cocky asshole who should give his oscar to Curtis Hanson(director of the superior LA Confidential). This is easily the worst I have seen from Cameron.",neutral
"""Titanic"" is obviously a big budget well-produced film even if the CGI is somewhat dated though good for its time. The leads, Kate and Leonardo, have great performances, delivering a powerful romantic yarn, however these positives of ""Titanic"" are offset by an over-indulgence of its own spectacle and grandiosity. This lack of self-restraint and efficient editing and storytelling really affect the second half of the film, making it a chore to get thru. Basically from the time the ship hits the iceberg the film suffers, it should have wrapped up with the catastrophe taking 20 minutes or so with a further 10 minute epilogue. But as it stands now at 3 and 1/4 hours it is 45 minutes too long or so. In summary, a famous film that probably appeals more to women, or young girls, than men, but it still holds up and is not bad even though it is a bit long and tedious. My rating: 6/10.",positive
"I guess people love romance and melodrama. I found that this movie would only appeal to pre-pubescent girls with a storybook notion of romance and lovey-dovey mush. This movie is one of the most highly overrated in movie history, if only because it is the most successful film ever made, and the critics seem to sing with the choir of the global audience that paid over $1 billion to watch it. The love story is, as I said, pure mush, with a cardboard (yet effeminate) villain, played by Billy Zane. The story itself is a flimsy framework to show off the grand effect of the giant ship snapping to pieces and drowning doomed computer-animated passengers. The Celine Dion song for this is atrocious (it polluted the airwaves for much of 1997), and is just as sickening as this film. The characters are bland and uncompelling, the story slow and plodding, and the special effects are the only reason to enjoy this movie.

This movie belongs with the likes of any of those mushy 1980s romance or romantic comedy sort of films. For those who like melodrama, you may like ""Titanic."" Most guys will want to pass on this film, unless your girlfriends force you to watch against your own will. I personally found the story of the Mexican props crew who built the pseudo-Titanic to be far, FAR, FAR more compelling than the sappy love story between Jack and Rose.",positive
"Bloated neo-romantic crap are other fine discriptors of this movie. I honestly puke my guts out whenever the word titanic is mentioned. Hype, insulting plot, NON-Period sets, terrible lame dialogue, FAKE history all make this the worst blockbuster this side of phantom menace. Why do people like this movie so much? Really, pop-crap is what this is, nothing more. People proclaim James Cameron as some good director - this is the guy that directed ""Piranha Part Two: The Spawning"" for crying out loud! And if I see him on one more titanic type special I'm going to puke. Honestly, he already made a trillion dollars off of one shipwreck, can't he leave it alone already? Titanic sucks, OK? TITANIC SUCKS",positive
"Ok, who hasn't seen this film? Since I just saw it tonight, I am unquestionably the last or next to last person to see it. Just on the chance that the last person to see it is reading this, then here goes.

There are very few things to quibble about in this movie. The sets are phenomenal. The ship is magnificent. How they could create such a marvel is beyond me. The story is the key, however. It really is a relatively simple boy meets girl, falls in love, saves her life, gives his sort of a tale. A Romeo and Juliet on water.

The performers are engaging, but I wouldn't go so far as to say the acting was spectacular. DiCaprio was very good, but otherwise the acting was adequate. The story was extremely good and fit in well to the historical event.

I only wouldn't give this movie a 10 because it was a little depressing in the end and it was also a period piece - not my favorite genre. But otherwise it was truly a magnificent achievement.",positive
,
"The movie in question revolves around the infamous shipwreck of 1912 where more than 1500 people lost their lives when the commuting leviathan sunk on its maiden voyage to the States. The movie made it big globally, had a great box office run and also managed to win a record of Academy Awards. The question, however, is – was this movie really that good? In my opinion, Titanic, while not intrinsically bad, is an overrated cinematic venture. For a disaster movie it was too foppish and the treatment of a potentially rich subject matter, not exemplary . There was a visible disconnect between the storyline and the intended tone of the movie. Mr. Cameron, the director of the movie, is known for his sci-fi ventures, while the present movie required a far more realistic and even subdued treatment. Strangely, the movie devoted more screen time to the on screen romance of the two lead characters than it actually did to the eponymous vessel, which diverted attention from the focal event- the shipwreck. The director could have downplayed the romantic angle and instead given the audience a few moments of pensive repose to digest the enormity of the tragedy being depicted. Cinematizing real life tragedy is never easy, and requires a careful treatment of subject matter. Though undoubtedly a visual stunner, replete with amazing special effects, something the director excels in, the movie somehow could not achieve the same penetration when it came to dramatization. Titanic suffered from sufficient thematic and directorial inadequacies to warrant only moderate adulation and not the inordinate ovation it surprisingly received.",positive
"I feel compelled to be the 900th or so person who's probably commenting on this movie. Right now, this movie is about as popular as the Saturday Night Fever soundtrack was in 1981, and to this I say: Hogwash. No one seemed to mind in 1997, when people were lining up to see this movie three or four times. Now the same people are trashing it. Urgh. But it doesn't surprise me. When it comes to movies, we tend to get brainwashed by other movielovers and critics, and if they imply ""we made a mistake--this movie is really awful,"" we tend to believe it. I watched Titanic in its entirety again the other day and I must go against the current grain and say that it is a great movie (or should I say, still a great movie). People who have not seen this movie on a large screen cannot say that they've seen this movie. Period. So go away. I will agree with most and say that the acting is pretty bad (and the movie did not pick up any Oscars in the acting category). James Cameron may be an arrogant jerk. And the screenplay is corny. But the sheer awesomeness of the film is what I remembered when I saw it on the big screen in 1997. Cameron, despite his personal faults, took us on that doomed luxury liner, literally transporting us back to 1912. Yes, it could be argued that movies like ""A Night to Remember"" were better examinations of Titanic's final hours, and IMAX productions like Titanica had better footage of the ship at the bottom of the Atlantic. But Cameron's ""kitchen sink"" approach to telling the story, which includes a trite but still rather sweet fictional love story,

is what captivated audiences in 1997. Give this movie twenty years. People will rediscover its magic after the predictable backlash has worn off. Hey, even Alice Cooper is admitting today that Saturday Night Fever is a great album.",positive
"From the first time I watched this movie, I knew it was always gonna be one of my favorites. From the beautiful direction and camera work and the music of choice to the amazing acting performed by Leo and Kate. It was a perfect choice to tell this story from a new but strong romance and love, giving the viewer a realization of how this must have been. When I watch this I feel happy, free and empowered but then scared for my own life just watching. It really gives you a picture of what it could have been like on the actual Titanic. This is art.",positive
"The story of 'Titanic' is so good that if written as mere fiction, it would be dismissed as preposterous.

In April of 1912, Titanic set out on its maiden voyage to the City of New York. 'The Ship of Dreams' as it was called, was a floating palace for the wealthy elite, reportedly 'unsinkable' by incorporating the latest in shipbuilding technology. After winning a pair of third-class tickets for himself and a friend in a poker game, Jack Dawson (Leonardo DiCaprio) looks forward to returning to his native America but finds himself drawn to a first-class passenger named Rose (Kate Winslet). She is the 16-year-old fiancée of Cal Hockley (Billy Zane) - a high-society gentleman that doesn't like to lose - returning from her wedding in Europe; a match of convenience pushed by her mother to bolster the family's faded coffers. After Jack's chance meeting on the ship's fantail with Rose threatening to hurl herself into the ocean, an unlikely romance begins. No sooner do they profess their love to each other, than an iceberg in the North Atlantic tests the character of everyone on board, from the ship's captain to the poorest of the poor as it slowly iceberg rips the safe, stable deck out from beneath the characters.

Titanic is an extraordinary motion picture – a jaw-dropping feat of outstanding art direction, costume design and cinematography. The film captures the essence and decadence of the era, as well as the spirit and raw allure of the ship herself. Coupled with nearly seamless visual effects, James Cameron's Titanic feels like a wholly real creation. Instead of treating the Titanic as a microcosm of society, Cameron makes the ship a vividly realized, fluid symbol of human destiny, mapping the different levels of the ship as levels of character, from the social graces of the salon to the sexual heat of the engine room. Created through a complex blend of partial sets, models and digital effects, Cameron's Titanic is breathtaking in its wholeness, heartbreaking in its destruction. The film's final hour portrays the sinking, not merely as spectacle, but as a series of harsh moral choices that must be made by all the characters as they decide who will live and who will die. But perhaps, the neatest thing about his filmmaking is the engaging way 'Titanic' sucks us into what seems, on the surface, to be a magnetic romance, while underneath, there are dangerous currents of class consciousness and shoals of hubris. Yes, he does paint his story in broad strokes, and some of the dialogue is risible, but Leo and Kate sell the hell out of it, with their undeniable chemistry.

Titanic isn't just a great film, it's a magnificent historical record of one of the most unfortunate disasters in the annals of human history, that is both poignant and personal.",positive
"Generic story set against a historical tragedy. Pretty easy to fill in the gaps, add some (for the time) expensive advanced CGI and let the marketing department take over.

I was able to ignore this movie for more than 2 decades, but alas, due to work related circumstances, I did eventually see it and I neither hate it nor like it. It's just middle of the road generic filler fluff with no substance.

I'm beginning to suspect Cameron's most valued skill is choosing his marketing people, because his film are generally not that great.

And yes.. There was indeed plenty of room...",positive
,
"You can't love but to be drawn into the movie. James Cameron really captured Titanic's essence and brought us into the movie, onto the ship. The iceberg scene and the scenes were the Titanic is sinking were very dramatic, suspensful, and upsetting. 8.5 out of 10 I give to this movie.",positive
